,Site,Cert,Link
1181,https://www.businessinsider.com/,CDP,https://www.businessinsider.com/mparticle-raises-150-million-in-series-e-funding-2021-10
1182,https://www.businessinsider.com/,CDP,https://www.businessinsider.com/salesforce-david-schmaier-chief-product-officer-cdp-industries-digital-2021-5
1183,https://www.businessinsider.com/,CDP,https://www.businessinsider.com/philip-morris-thinks-climate-change-is-good-for-tobacco-2019-1
1184,https://www.businessinsider.com/,CDP,https://www.businessinsider.com/big-oil-claims-its-doing-its-part-on-climate-change-its-not-even-close-2018-11
1185,https://www.businessinsider.com/,CDP,https://www.businessinsider.com/large-american-companies-climate-carbon-emission-savings-2017-6
1186,https://www.businessinsider.com/,CDP,https://www.businessinsider.com/climate-change-some-of-americas-biggest-companies-using-it-to-profit-2019-1
1187,https://www.businessinsider.com/,CDP,https://www.businessinsider.com/andrew-lo-explains-hedge-fund-risk-2013-9?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheMoneyGame+%28The+Money+Game%29
1188,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/the-olympics-uses-testosterone-to-treat-trans-athletes-like-cheaters-2021-7
1189,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/japanese-trader-claims-he-made-millions-on-monday-2015-8
1190,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/r-ex-soviet-states-bicker-as-putin-tries-to-unite-them-2014-10
1191,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/r-rothschild-bucking-trend-contemplates-new-hires-in-russia-2016-3
1192,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/giggle-app-uses-ai-to-exclude-trans-women-ceo-says-2022-1
1193,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/scarlett-johansson-doesnt-care-about-trans-people-hollywood-neither-2018-7
1194,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/adidas-warning-about-russia-2014-7
1195,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/mackenzie-scott-donates-134-million-to-education-non-profit-2022-2
1196,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/india-doctor-plans-womb-transplant-trans-woman-to-carry-children-2022-5
1197,https://www.businessinsider.com/,CIS,https://www.businessinsider.com/putin-power-over-post-soviet-areas-wanes-ukraine-invasion-flounders-2022-10
1198,https://www.businessinsider.com/,CMMC,https://www.businessinsider.com/defending-defense-industry-from-cyberattacks-requires-more-cooperation-2022-2
1199,https://www.tesla.com/,CIS,https://www.tesla.com/en_SG/support/home-charging-installation/faq
1200,https://www.tesla.com/,CIS,https://www.tesla.com/careers/search/job/technical-sales-manager-163831
1201,https://www.tesla.com/,CIS,https://www.tesla.com/careers/search/job/site-reliability-engineer-software-developer-network-traffic-infrastructure-m-w-d-gigafactory-berlin-brandenburg-125037
1202,https://www.tesla.com/,CIS,https://www.tesla.com/th_TH/careers/search/job/site-reliability-engineer-m-w-d-gigafactory-berlin-brandenburg-125037
1203,https://www.tesla.com/,CIS,https://www.tesla.com/es_ES/careers/search/job/site-reliability-engineer-m-w-d-gigafactory-berlin-brandenburg-125037
1204,https://www.tesla.com/,CIS,https://www.tesla.com/ja_JP/careers/search/job/technical-sales-manager-163831
1205,https://www.tesla.com/,CIS,https://www.tesla.com/da_DK/careers/search/job/technical-sales-manager-163831
1206,https://www.wsj.com/,CDP,https://www.wsj.com/articles/ping-an-awarded-a-in-cdp-rating-for-3rd-consecutive-year-for-environmental-achievements-on-climate-change-826f41d8
1207,https://www.wsj.com/,CDP,https://www.wsj.com/market-data/quotes/AU/XASX/CDP/company-people/executive-profile/134246
1208,https://www.wsj.com/,CDP,https://www.wsj.com/articles/celsius-shareholders-are-denied-committee-status-to-fight-customers-for-assets-11666637784
1209,https://www.wsj.com/,CDP,https://www.wsj.com/articles/walmart-makes-progress-on-emissions-target-by-winning-over-suppliers-cso-says-11649782501
1210,https://www.wsj.com/,CDP,https://www.wsj.com/articles/climate-disclosure-poses-thorny-questions-for-sec-as-rules-weighed-11645180200
1211,https://www.wsj.com/,CDP,https://www.wsj.com/public/resources/documents/haman.pdf
1212,https://www.wsj.com/,CDP,https://www.wsj.com/articles/rush-of-science-based-climate-pledges-puts-pressure-on-group-that-checks-them-11636632890
1213,https://www.wsj.com/,CDP,https://www.wsj.com/articles/investors-push-mining-companies-to-adopt-better-sustainability-standards-11674644471
1214,https://www.wsj.com/,CDP,https://www.wsj.com/articles/three-top-interior-stylists-on-their-favorite-hotels-artists-buildings-and-more-1503669190
1215,https://www.wsj.com/,CDP,https://www.wsj.com/articles/scope-3-rules-hinder-progress-on-emissions-researchers-say-11649942039
1216,https://www.wsj.com/,CIS,https://www.wsj.com/market-data/quotes/XE/CIS
1217,https://www.wsj.com/,CIS,https://www.wsj.com/articles/cis-insurance-services-has-partnered-with-duck-creek-technologies-offering-performance-testing-and-stabilization-products-specialized-for-duck-creek-implementations-01675955113
1218,https://www.wsj.com/,CIS,https://www.wsj.com/market-data/quotes/XE/XETR/CIS/company-people/executive-profile/223889195
1219,https://www.wsj.com/,CIS,https://www.wsj.com/market-data/quotes/DE/XBER/CIS/company-people/executive-profile/223979326
1220,https://www.wsj.com/,CIS,https://www.wsj.com/market-data/quotes/DE/XBER/CIS/options
1221,https://www.wsj.com/,CIS,https://www.wsj.com/articles/cisgender-a-gender-issues-buzzword-takes-off-1426278662
1222,https://www.wsj.com/,CIS,https://www.wsj.com/amp/articles/for-life-sciences-considerations-for-outsourcing-commercial-operations-1461124896
1223,https://www.wsj.com/,CIS,https://www.wsj.com/public/resources/documents/USCISStatement.pdf
1224,https://www.wsj.com/,CIS,https://www.wsj.com/articles/can-men-get-pregnnt-transgender-hawley-cornyn-bridges-abortion-gender-nonbinary-pro-life-choice-dobbs-roe-11657918662
1225,https://www.wsj.com/,CIS,https://www.wsj.com/market-data/quotes/RU/MISX/YNDX/company-people/executive-profile/153760604
1226,https://www.wsj.com/,CMMC,https://www.wsj.com/market-data/quotes/ca/xtse/CMMC
1227,https://www.wsj.com/,CMMC,https://www.wsj.com/market-data/quotes/CA/XTSE/CMMC/research-ratings
1228,https://www.wsj.com/,CMMC,https://www.wsj.com/market-data/quotes/CA/XTSE/CMMC/financials
1229,https://www.wsj.com/,CMMC,https://www.wsj.com/public/resources/documents/Declaration.pdf
1230,https://www.wsj.com/,CMMC,https://www.wsj.com/articles/pr-copper-mountain-mining-announces-q4-2022-results-conference-call-date-01675256763
1231,https://www.wsj.com/,CMMC,https://www.wsj.com/market-data/quotes/ca/xtse/ARG
1232,https://www.wsj.com/,CMMC,https://www.wsj.com/market-data/quotes/CA/XTSE/III
1233,https://www.wsj.com/,CMMC,https://www.wsj.com/market-data/quotes/ca/xtse/TMQ
1234,https://www.wsj.com/,CMMC,https://www.wsj.com/market-data/quotes/ca/CUU
1235,https://www.wsj.com/,CMMC,https://www.wsj.com/market-data/quotes/ca/TVI
1236,https://www.tcs.com/,CDP,https://www.tcs.com/what-we-do/products-platforms/tcs-customer-intelligence-insights/white-paper/real-time-cdp-ai-powered-increase-customer-lifetime-value
1237,https://www.tcs.com/,CDP,https://www.tcs.com/what-we-do/services/tcs-interactive/white-paper/customer-data-platforms-hyper-personalized-experiences
1238,https://www.tcs.com/,CDP,https://www.tcs.com/who-we-are/newsroom/press-release/tcs-leader-climate-change-efforts-cdp
1239,https://www.tcs.com/,CDP,https://www.tcs.com/content/dam/global-tcs/en/pdfs/insights/whitepapers/consumer-credit-bureaus-crm-digital-advertainment.pdf
1240,https://www.tcs.com/,CDP,https://www.tcs.com/what-we-do/products-platforms/tcs-customer-intelligence-insights
1241,https://www.tcs.com/,CDP,https://www.tcs.com/who-we-are/newsroom/press-release/tcs-named-major-player-realcdp-idc-marketscape-cdp-institute-tcs-customer-intelligence-insights-software
1242,https://www.tcs.com/,CDP,https://www.tcs.com/what-we-do/industries/communications-media-information-services/white-paper/consumer-credit-bureaus-crm-digital-advertainment
1243,https://www.tcs.com/,CDP,https://www.tcs.com/who-we-are/newsroom/press-release/tcs-new-martech-software-helps-retailers
1244,https://www.tcs.com/,CDP,https://www.tcs.com/what-we-do/products-platforms/tcs-customer-intelligence-insights/solutions/tcs-customer-intelligence-insights-personalized-banking
1245,https://www.tcs.com/,CDP,https://www.tcs.com/what-we-do/products-platforms/tcs-customer-intelligence-insights/solutions/tcs-customer-intelligence-insights-enhance-policy-claims-engagement
1246,https://www.tcs.com/,CIS,https://www.tcs.com/what-we-do/services/cybersecurity/blog/enhancing-cyber-resilience-zero-trust-architecture
1247,https://www.tcs.com/,CIS,https://www.tcs.com/content/dam/global-tcs/en/pdfs/what-we-do/services/Cybersecurity/multi-cloud-strategy-security.pdf
1248,https://www.tcs.com/,CIS,https://www.tcs.com/what-we-do/industries/energy-resources-utilities/white-paper/data-analytics-platform-transforming-electric-utilities
1249,https://www.tcs.com/,CIS,https://www.tcs.com/what-we-do/services/cybersecurity/white-paper/complete-guide-to-building-zero-trust-architecture
1250,https://www.tcs.com/,CIS,https://www.tcs.com/what-we-do/services/cybersecurity/solution/governance-risk-compliance-security-services
1251,https://www.tcs.com/,CIS,https://www.tcs.com/content/dam/global-tcs/en/pdfs/what-we-do/services/Cybersecurity/solution/digital-forensics-incident-response-services.pdf
1252,https://www.tcs.com/,CIS,https://www.tcs.com/what-we-do/services/cybersecurity/solution/digital-forensics-secure-enterprise-cyber-attack
1253,https://www.tcs.com/,CIS,https://www.tcs.com/what-we-do/services/consulting/white-paper/two-step-approach-ransomware-attack-protect-business
1254,https://www.tcs.com/,CIS,https://www.tcs.com/who-we-are/newsroom/press-release/tcs-named-leader-digital-workplace-services-everest-group
1255,https://www.tcs.com/,CMMC,https://www.tcs.com/what-we-do/services/cybersecurity/solution/governance-risk-compliance-security-services
1256,https://www.microsoft.com/,CDP,https://www.microsoft.com/en-us/corporate-responsibility/reports-hub
1257,https://www.microsoft.com/,CDP,https://www.microsoft.com/en-us/research/wp-content/uploads/2009/08/cdp.pdf
1258,https://www.microsoft.com/,CDP,https://www.microsoft.com/MEA/Together/customer-insights.aspx
1259,https://www.microsoft.com/,CDP,https://www.microsoft.com/en-us/responsible-sourcing/procurement
1260,https://www.microsoft.com/,CDP,https://www.microsoft.com/en-us/procurement/supplier-conduct.aspx
1261,https://www.microsoft.com/,CDP,https://www.microsoft.com/en-gb/industry/blog/retail/2020/07/24/how-a-modern-data-strategy-can-position-your-business-for-success-in-the-new-normal/
1262,https://www.microsoft.com/,CDP,https://www.microsoft.com/en-us/industry/blog/general/2021/11/03/microsoft-cloud-for-sustainability-tackling-net-zero-with-data/
1263,https://www.microsoft.com/,CDP,https://www.microsoft.com/en-us/corporate-responsibility/recognition
1264,https://www.microsoft.com/,CDP,https://www.microsoft.com/pki/mscorp/cps/Microsoft%20DSRE%20PKI%20CP-CPS%20for%20TLS%20Ver%202.2%20March%202019/Microsoft%20DSRE%20PKI%20CP-CPS%20for%20TLS%20Ver%202.2%20March%202019.htm
1265,https://www.microsoft.com/,CDP,https://www.microsoft.com/en-us/legal/compliance/faq
1266,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/security/blog/2019/01/10/best-practices-for-securely-using-microsoft-365-the-cis-microsoft-365-foundations-benchmark-now-available/
1267,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/security/blog/2017/10/12/easily-create-securely-configured-virtual-machines/
1268,https://www.microsoft.com/,CIS,https://www.microsoft.com/es-xl/latam-partner-one/caribbean/news/windows-server-2022-availability-announcement
1269,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/12/ijcai13-grading.pdf
1270,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/security/business/threat-protection/microsoft-defender-vulnerability-management
1271,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/security/blog/secure-score/
1272,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/security/blog/2020/01/23/azure-security-benchmark-90-security-compliance-best-practices-azure-workloads/
1273,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/security/blog/compliance/page/3/
1274,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/research/publication/a-bayesian-framework-to-account-for-complex-non-genetic-factors-in-gene-expression-levels-greatly-increases-power-in-eqtl-studies/
1275,https://www.microsoft.com/,CIS,https://www.microsoft.com/en-us/security/blog/2022/05/11/center-for-threat-informed-defense-microsoft-and-industry-partners-streamline-mitre-attck-matrix-evaluation-for-defenders/
1276,https://www.microsoft.com/,CMMC,https://www.microsoft.com/en-us/download/details.aspx?id=102536
1277,https://www.microsoft.com/,CMMC,https://www.microsoft.com/en-us/security/blog/2021/08/30/prepare-for-cmmc-compliance-with-microsoft/
1278,https://www.microsoft.com/,CMMC,https://www.microsoft.com/en-us/download/details.aspx?id=103401
1279,https://www.microsoft.com/,CMMC,https://www.microsoft.com/cms/api/am/binary/RE54xON
1280,https://www.microsoft.com/,CMMC,https://www.microsoft.com/en-us/federal/cmmc.aspx
1281,https://www.microsoft.com/,CMMC,https://www.microsoft.com/en-us/federal/segments-defense.aspx
1282,https://www.microsoft.com/,CMMC,https://www.microsoft.com/en-us/us-partner-blog/author/marionrousseau/
1283,https://www.microsoft.com/,CMMC,https://www.microsoft.com/en-vi/store/most-popular/apps/pc?category=Government+%26+politics
1284,https://www.microsoft.com/,CMMC,https://www.microsoft.com/th-th/p/cyberprotex-cmmc-compliance-manager/9pcxj1qq50sk
1285,https://www.microsoft.com/,CMMC,https://www.microsoft.com/en-na/store/most-popular/apps/pc?category=government%20%26%20politics
1286,https://www.google.com/,CDP,https://www.google.com/maps/d/edit?mid=1E2KjqoPiAdNsMAA3GWF1MIvBK1s&ie=UTF8&source=embed&oe=UTF8&msa=0
1287,https://www.google.com/,CDP,https://www.google.com/patents/EP0113944A1
1288,https://www.google.com/,CDP,https://www.google.com/mymaps/viewer?mid=z_JjEB9ZJ4kg.kZrCLJyQwaPM&hl=en
1289,https://www.google.com/,CDP,https://www.google.com/mymaps/viewer?mid=1aWbV0tpayNNxzkILRZJ_HVWrCc4&hl=en
1290,https://www.google.com/,CDP,https://www.google.com/travel/entity/key/ChcIlufPztCBtc8gGgsvZy8xdGYzNzQ5YhAE
1291,https://www.google.com/,CDP,https://www.google.com/about/our-commitments/reports/
1292,https://www.google.com/,CDP,https://www.google.com/maps/d/viewer?id=1-6GoBpi8L4LUanmhIgMz3DoEHsc
1293,https://www.google.com/,CDP,https://www.google.com/finance/quote/EZEN3:INDEXEURO?hl=sw
1294,https://www.google.com/,CDP,https://www.google.com/patents/US8959059
1295,https://www.google.com/,CDP,https://www.google.com/green/pdf/cdp-verification-letter-google-cy2015.pdf
1296,https://www.google.com/,CIS,https://www.google.com/mymaps/viewer?mid=1lc015jz7D5XEV6_pKA5Bu0kw244&hl=en_US
1297,https://www.google.com/,CIS,https://www.google.com/mymaps/viewer?mid=1_M1feA63hO-6cuRbPzI5wanb5pM&hl=en_US
1298,https://www.google.com/,CIS,https://www.google.com/maps/d/edit?mid=1eS3fp97y4YVe6O2T1FQ-33iAjyQ&ie=UTF8&t=m&oe=UTF8&msa=0
1299,https://www.google.com/,CIS,https://www.google.com/mymaps/viewer?mid=1OukELOOQcjYEky3tPYE9pQXXoJ8&hl=en_US
1300,https://www.google.com/,CIS,https://www.google.com/mymaps/viewer?mid=1Sft7HDLWYnxI75rpzFX3Ua5DIRA2uJ7z&hl=en_US
1301,https://www.google.com/,CIS,https://www.google.com/finance/quote/CIS:ETR
1302,https://www.google.com/,CIS,https://www.google.com/mymaps/viewer?mid=15pFbBzN3ZapcWqLUrCrF1YFoc88&hl=en_US
1303,https://www.google.com/,CIS,https://www.google.com/mymaps/viewer?mid=1KwWE0ebVK0abf9pVy28HURCNJnE&hl=en_US
1304,https://www.google.com/,CIS,https://www.google.com/patents/US20100099826
1305,https://www.google.com/,CIS,https://www.google.com/patents/US9755154
1306,https://www.google.com/,CMMC,https://www.google.com/finance/quote/CMMC:TSE
1307,https://www.google.com/,CMMC,https://www.google.com/mymaps/viewer?mid=13wdYkh0P9W97wspmyU-ah-rOQu8&hl=en_US
1308,https://www.google.com/,CMMC,https://www.google.com/finance/quote/MARI:TSE
1309,https://www.google.com/,CMMC,https://www.google.com/finance/quote/ASCU:TSE
1310,https://www.google.com/,CMMC,https://www.google.com/finance/quote/GMTN:TSE
1311,https://www.google.com/,CMMC,https://www.google.com/finance/quote/MCU:CVE
1312,https://www.google.com/,CMMC,https://www.google.com/finance/quote/GBAR:TSE
1313,https://www.google.com/,CMMC,https://www.google.com/maps/d/embed?mid=1e0uaeeqf181YzuoR1XD6FNSfLUtsvQdt&hl=en
1314,https://www.google.com/,CMMC,https://www.google.com/finance/quote/ORA:TSE
1315,https://www.google.com/,CMMC,https://www.google.com/finance/quote/LUN:TSE
1316,https://www.amazon.com/,CDP,https://www.amazon.com/Casio-88-Key-Digital-Pianos-Home-CDP-S160BK/dp/B09S6R9R57
1317,https://www.amazon.com/,CDP,https://www.amazon.com/Casio-88-Key-Digital-Pianos-Home-CDP-S360/dp/B09S3XB13K
1318,https://www.amazon.com/,CDP,https://www.amazon.com/Nutricost-Choline-Citicoline-Veggie-Capsules/dp/B07HPBP37P
1319,https://www.amazon.com/,CDP,https://www.amazon.com/Choline-Citicoline-Supplement-Pharmaceutical-Capsules/dp/B01A3BED8U
1320,https://www.amazon.com/,CDP,https://www.amazon.com/Carlyle-Citicoline-CDP-Choline-Capsules/dp/B07BCLW6BC
1321,https://www.amazon.com/,CDP,https://www.amazon.com/CDP-CX355-CX333ES-Changer-Loading-Carousel/dp/B07B6B5V34
1322,https://www.amazon.com/,CDP,https://www.amazon.com/CDP-CX450-CDP-CX455-CDP-CX691-Changer-Loading/dp/B07B291586
1323,https://www.amazon.com/,CDP,https://www.amazon.com/CDP-CE245-CDP-CE275-CDP-CE345-CDP-CE375-CDP-CE545/dp/B08KWCN41C
1324,https://www.amazon.com/,CDP,https://www.amazon.com/Sony-CDP-CE335-Changer-Discontinued-Manufacturer/dp/B00001ZUGV
1325,https://www.amazon.com/,CDP,https://www.amazon.com/Sony-CDP-CE500-5-Disc-Changer-Black/dp/B004NQU4YY
1326,https://www.amazon.com/,CIS,https://www.amazon.com/CIS-Composition-Communication-University-Kentucky/dp/1319100651
1327,https://www.amazon.com/,CIS,https://www.amazon.com/GLENTRONICS-CIS-33V-Submersible-Effluent-Vertical/dp/B079VTWNVZ
1328,https://www.amazon.com/,CIS,https://www.amazon.com/Tool-Aid-33865-K-Jetronic-Injection/dp/B0002SR5NU
1329,https://www.amazon.com/,CIS,https://www.amazon.com/Toys-Games-CIS-Associates/s?rh=n%3A165793011%2Cp_4%3ACIS-Associates
1330,https://www.amazon.com/,CIS,https://www.amazon.com/Cis-Dideen-When-Plumes-Rise/dp/077480811X
1331,https://www.amazon.com/,CIS,https://www.amazon.com/Escort-Entourage-CIS-Kit-0016-Vehicle/product-reviews/B002GHBXCY
1332,https://www.amazon.com/,CIS,https://www.amazon.com/review/RKJQB2NQ2MXTI/ref=cm_cr_srp_d_rdp_perm?ASIN=022641325X
1333,https://www.amazon.com/,CIS,https://www.amazon.com/Written-Body-Expansiveness-Indigenous-Masculinities/dp/1517906040
1334,https://www.amazon.com/,CIS,https://www.amazon.com/cis-ink/s?k=cis+ink
1335,https://www.amazon.com/,CIS,https://www.amazon.com/Books-CIS-Handbook/s?rh=n%3A283155%2Cp_28%3AThe+CIS+Handbook
1336,https://www.amazon.com/,CMMC,https://www.amazon.com/Cybersecurity-Maturity-Certification-Assessment-Handbook/dp/B0B19MKRRT
1337,https://www.amazon.com/,CMMC,https://www.amazon.com/Cybersecurity-Maturity-Model-Certification-CMMC/dp/1650526156
1338,https://www.amazon.com/,CMMC,https://www.amazon.com/Cybersecurity-Maturity-Model-Certification-CMMC/dp/1676935630
1339,https://www.amazon.com/,CMMC,https://www.amazon.com/CMMC-2-0-Federal-Contractors-Organizations/dp/B0BD7PMKNG
1340,https://www.amazon.com/,CMMC,https://www.amazon.com/Ultimate-Guide-CMMC-Government-Contracts/dp/B086Y5KF4V
1341,https://www.amazon.com/,CMMC,https://www.amazon.com/NIST-800-171a-CMMC-Self-Assessment-Guide/dp/B0B2V3W3M7
1342,https://www.amazon.com/,CMMC,https://www.amazon.com/CMMC-Scooter-Handbrake-Quick-Release-Folding/dp/B0893XYHVY
1343,https://www.amazon.com/,CMMC,https://www.amazon.com/CMMC-1ft-20ft-Handrails-Complete-Railings/dp/B0852CZVKJ
1344,https://www.amazon.com/,CMMC,https://www.amazon.com/CMMC-Handrails-Professional-Barrier-Free-Staircase/dp/B0852CWXY5
1345,https://www.amazon.com/,CMMC,https://www.amazon.com/NIST800-171-Compliance-Checklist-Implementation-Guide/dp/B095557CSC
1346,https://www.ted.com/,CDP,https://www.ted.com/speakers/paul_dickinson
1347,https://www.ted.com/,CDP,https://www.ted.com/talks/charlotte_degot_a_more_accurate_way_to_calculate_emissions
1348,https://www.ted.com/,CDP,https://www.ted.com/podcasts/outrage-optimism
1349,https://www.ted.com/,CDP,https://www.ted.com/talks/esther_an_change_is_not_a_choice
1350,https://www.ted.com/,CDP,https://www.ted.com/talks/charlotte_degot_a_more_accurate_way_to_calculate_emissions?language=es
1351,https://www.ted.com/,CDP,https://www.ted.com/talks/charlotte_degot_a_more_accurate_way_to_calculate_emissions?language=fr
1352,https://www.ted.com/,CDP,https://www.ted.com/talks/charlotte_degot_a_more_accurate_way_to_calculate_emissions?language=pt
1353,https://www.ted.com/,CDP,https://www.ted.com/talks/charlotte_degot_a_more_accurate_way_to_calculate_emissions?language=zh-tw
1354,https://www.ted.com/,CDP,https://www.ted.com/talks/charlotte_degot_a_more_accurate_way_to_calculate_emissions?language=ar
1355,https://www.ted.com/,CDP,https://www.ted.com/talks/charlotte_degot_a_more_accurate_way_to_calculate_emissions?language=ko
1356,https://www.ted.com/,CIS,https://www.ted.com/tedx/events/35889
1357,https://www.ted.com/,CIS,https://www.ted.com/tedx/events/21567
1358,https://www.ted.com/,CIS,https://www.ted.com/talks/maite_schneider_6_dicas_de_uma_trans_para_uma_sociedade_cis_hetero_normativa
1359,https://www.ted.com/,CIS,https://www.ted.com/tedx/events/31624
1360,https://www.ted.com/,CIS,https://www.ted.com/talks/adam_harry_changing_the_cis_term_being_a_transman
1361,https://www.ted.com/,CIS,https://www.ted.com/tedx/events/45781
1362,https://www.ted.com/,CIS,https://www.ted.com/search?page=220&per_page=12&q=cis.
1363,https://www.ted.com/,CIS,https://www.ted.com/tedx/events/51916
1364,https://www.ted.com/,CIS,https://www.ted.com/playlists/333/talks_for_the_hopeless_romanti
1365,https://www.ted.com/,CIS,https://www.ted.com/tedx/events/31900
1366,https://www.linkedin.com/,CDP,https://www.linkedin.com/company/cdp-worldwide
1367,https://www.linkedin.com/,CDP,https://www.linkedin.com/in/simonfischweicher
1368,https://www.linkedin.com/,CDP,https://www.linkedin.com/company/cdpcommunity
1369,https://www.linkedin.com/,CDP,https://www.linkedin.com/company/cdp-inc
1370,https://www.linkedin.com/,CDP,https://www.linkedin.com/company/securecdp
1371,https://www.linkedin.com/,CDP,https://www.linkedin.com/in/georgemhodgesustainability
1372,https://www.linkedin.com/,CDP,https://www.linkedin.com/company/customer-data-platform-institute
1373,https://www.linkedin.com/,CDP,https://www.linkedin.com/pulse/cdp-vs-cdi-dmp-welcome-messiest-martech-category-ever-brian-ivanovick
1374,https://www.linkedin.com/,CDP,https://www.linkedin.com/in/david-raab-22146b
1375,https://www.linkedin.com/,CDP,https://www.linkedin.com/in/julia-silberman
1376,https://www.linkedin.com/,CIS,https://www.linkedin.com/company/cis-secure
1377,https://www.linkedin.com/,CIS,https://www.linkedin.com/company/cis-group-llc
1378,https://www.linkedin.com/,CIS,https://www.linkedin.com/company/cisabroad
1379,https://www.linkedin.com/,CIS,https://www.linkedin.com/in/martin-cis-4a97ab
1380,https://www.linkedin.com/,CIS,https://www.linkedin.com/company/cis-group_3
1381,https://www.linkedin.com/,CIS,https://www.linkedin.com/company/cistechnology
1382,https://www.linkedin.com/,CIS,https://www.linkedin.com/pulse/cis-controls-vs-essential-eight-boris-bock
1383,https://www.linkedin.com/,CIS,https://www.linkedin.com/company/communities-in-schools-of-chicago
1384,https://www.linkedin.com/,CIS,https://www.linkedin.com/company/alamo-claims-inc
1385,https://www.linkedin.com/,CIS,https://www.linkedin.com/company/cis-international-llc
1386,https://www.linkedin.com/,CMMC,https://www.linkedin.com/company/cmmc-ab
1387,https://www.linkedin.com/,CMMC,https://www.linkedin.com/pulse/what-cmmc-registered-provider-organization-rpo-why-one-schoenberg
1388,https://www.linkedin.com/,CMMC,https://www.linkedin.com/company/cmmc-coe
1389,https://www.linkedin.com/,CMMC,https://www.linkedin.com/pulse/enclave-approach-cmmc-ben-gerenstein
1390,https://www.linkedin.com/,CMMC,https://www.linkedin.com/in/buddy-dees-4b461391
1391,https://www.linkedin.com/,CMMC,https://www.linkedin.com/pulse/cmmc-opinion-scoping-security-protection-assets-spa-jeff-baldwin
1392,https://www.linkedin.com/,CMMC,https://www.linkedin.com/pulse/itar-cmmc-compliance-combined-use-case-matt-henson?trk=read_related_article-card_title
1393,https://www.linkedin.com/,CMMC,https://www.linkedin.com/pulse/cmmc-reciprocity-vs-inheritance-tom-cornelius
1394,https://www.linkedin.com/,CMMC,https://www.linkedin.com/jobs/cmmc-jobs
1395,https://www.linkedin.com/,CMMC,https://www.linkedin.com/pulse/should-endpoint-accesses-vdi-scope-cmmcl-jeff
1396,https://www.forbes.com/,CDP,https://www.forbes.com/sites/feliciajackson/2022/01/19/as-finks-ceo-letter-calls-for-tcfd-disclosure-cdp-enables-investor-pressure-for-corporate-transparency/
1397,https://www.forbes.com/,CDP,https://www.forbes.com/sites/danielnewman/2021/05/24/why-you-need-a-customer-data-platform-for-first-party-data/
1398,https://www.forbes.com/,CDP,https://www.forbes.com/sites/forbescommunicationscouncil/2021/04/16/whats-next-for-the-customer-data-platform-cdp-in-2021/
1399,https://www.forbes.com/,CDP,https://www.forbes.com/sites/sap/2021/04/14/what-is-a-cdp-definition-benefits-and-e-commerce-value-execs-must-know/
1400,https://www.forbes.com/,CDP,https://www.forbes.com/sites/forbesbusinesscouncil/2022/03/23/why-do-companies-need-climate-transition-plans/
1401,https://www.forbes.com/,CDP,https://www.forbes.com/sites/feliciajackson/2022/02/10/cdp-warns-supply-chain-action-lags-despite-55-trillion-in-purchasing-power-aligned-with-climate-goals/
1402,https://www.forbes.com/,CDP,https://www.forbes.com/sites/patrickmoorhead/2022/08/29/clouderas-new-cdp-one-removing-obstacles-to-adopt-industrial-grade-analytics-and-ml/
1403,https://www.forbes.com/,CDP,https://www.forbes.com/sites/frankvangansbeke/2021/09/24/cdp-environmental-disclosure-platform-probing-the-e-in-esg/
1404,https://www.forbes.com/,CDP,https://www.forbes.com/sites/danielnewman/2020/06/29/what-it-leaders-need-to-know-about-cdp-adoption/
1405,https://www.forbes.com/,CDP,https://www.forbes.com/sites/forbescommunicationscouncil/2018/05/16/make-the-most-of-your-customer-data-with-cdp/
1406,https://www.forbes.com/,CIS,https://www.forbes.com/sites/dawnstaceyennis/2020/08/08/william-shatner-tangles-with-trans-twitter-over-the-word-cisgender/
1407,https://www.forbes.com/,CIS,https://www.forbes.com/sites/roberthart/2021/09/02/transgender-people-twice-as-likely-to-die-as-cisgender-people-study-finds/
1408,https://www.forbes.com/,CIS,https://www.forbes.com/sites/dawnstaceyennis/2019/08/31/why-i-wont-pretend-to-support-a-film-by-a-trans-man-about-a-man-who-pretends-to-be-trans/
1409,https://www.forbes.com/,CIS,https://www.forbes.com/sites/jamesconca/2018/03/06/will-we-actually-get-a-place-to-store-our-nuclear-waste/
1410,https://www.forbes.com/,CIS,https://www.forbes.com/sites/cargill/2016/02/22/a-greener-future-for-manufacturing/
